Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Roughness,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
101,17803.3285,17803.3285,0.5577,9.3032,1,1,819,1153,0.2998,0.0841,0.2804,11.8906,1084.2052,0.3206,2021-10-21,150.5586,326.3870,150.5586,133.9430,4.4850,35.3270,-30.0000,-80.0000,1.8298,0.3534,0.0000,0.0283,1013.5742,28.6912,294-032502 st2 4 juni 2021 50 m halv_000001.tif,45,46,0,1413,68.9018,358.1732,D787F249-2947-4192-8A35-2B15227DE6A0,4,2084.5308,1.9226,23.7892,39,0.0000,0,0.0000,0.0000,23151.0000,0.2616,05:26:21,2021-10-21T05:26:21.870,0.5387,1.786963e+06,1.820527e+07,283.7476
102,20189.8320,20189.8320,0.6390,9.3032,1,1,345,1080,0.6980,0.8664,0.8987,1.1542,611.8305,1.0000,2021-10-21,160.3324,174.6936,160.3324,216.7143,4.4850,1.0000,75.0000,0.0000,0.0000,1.3360,0.0000,1.0000,170.6098,170.6098,294-032502 st2 4 juni 2021 50 m halv_000001.tif,32,22,48,1413,29.6765,227.9284,13BF29A9-5AA1-4824-94DF-D7F3E033EB2E,1,682.4390,1.1154,18.3610,39,0.0000,0,0.0000,0.0000,11010.0000,0.7735,05:26:21,2021-10-21T05:26:21.870,0.0822,2.158057e+06,2.791450e+06,125.5932
103,35239.0342,35239.0342,0.5981,9.3032,1,1,347,739,0.5615,0.7327,0.8349,1.3649,831.7135,0.9758,2021-10-21,211.8200,246.0175,211.8200,195.8953,4.4850,1.6996,-55.0000,35.0000,0.0000,1.0633,0.0000,0.5884,293.0953,172.4522,294-032502 st2 4 juni 2021 50 m halv_000001.tif,33,36,72,1413,29.3818,311.6572,CEFD0AB0-DE78-42FC-BE31-E61ED1CA189F,1,931.0950,1.1195,18.1323,39,0.0000,0,0.0000,0.0000,17159.0000,0.5600,05:26:21,2021-10-21T05:26:21.870,0.1390,4.976223e+06,7.796449e+06,172.1092
104,21774.5110,21774.5110,0.5897,9.3032,1,1,848,698,0.6442,0.8531,0.8653,1.1722,642.8223,1.0000,2021-10-21,166.5058,184.5132,166.5058,159.0308,4.4850,1.0000,-90.0000,0.0000,0.0000,1.3389,0.0000,1.0000,177.1883,177.1883,294-032502 st2 4 juni 2021 50 m halv_000001.tif,34,22,110,1413,40.5127,237.2316,0C6ED46A-C275-45C7-8D78-2C2A80559FFE,1,708.7531,1.1026,23.5164,39,0.0000,0,0.0000,0.0000,15962.0000,0.8091,05:26:21,2021-10-21T05:26:21.870,0.0976,2.417054e+06,3.289127e+06,125.5932
105,1799790.1349,1897014.8735,0.3358,9.3032,1,1,461,420,0.0000,0.3512,0.5658,2.8476,7115.7367,0.8198,2021-10-21,1513.7913,2245.1720,1554.1410,205.3697,4.4850,6.7989,-70.0000,25.0000,0.1408,0.8766,0.0000,0.1471,3688.0758,542.4488,294-032502 st2 4 juni 2021 50 m halv_000001.tif,329,178,134,1413,17.5699,3232.8620,8DD362D6-D190-4B1E-9376-E6B18751EBEA,2,8461.0492,1.1891,15.8854,39,0.0000,0,0.0000,0.0000,385852.0000,0.5018,05:26:21,2021-10-21T05:26:21.870,0.3258,1.816338e+09,5.925806e+09,1009.3972
106,38357.4075,38357.4075,0.4066,9.3032,1,1,561,64,0.0000,0.2083,0.3069,4.8018,1488.4004,0.4267,2021-10-21,220.9936,455.3395,220.9936,83.2440,4.4850,13.0085,-85.0000,-15.0000,0.4685,0.6810,0.0000,0.0769,840.1931,64.5882,294-032502 st2 4 juni 2021 50 m halv_000001.tif,70,43,314,1413,67.7799,572.1468,22B249DD-4C77-4B09-934B-EE338A77B770,2,1809.5626,1.2158,17.8735,39,0.0000,0,0.0000,0.0000,42498.0000,0.1954,05:26:21,2021-10-21T05:26:21.870,0.5147,5.651161e+06,4.943161e+07,283.7476
107,24977.9726,24977.9726,0.6537,9.3032,1,1,445,1834,0.7157,0.8727,0.9100,1.1459,665.1304,1.0000,2021-10-21,178.3338,192.2664,178.3338,153.0147,4.5940,1.0000,40.0000,-30.0000,0.0000,1.2814,0.0000,1.0000,185.1290,185.1290,294-032502 st2 4 juni 2021 50 m halv_000001.tif,30,28,359,1413,30.3250,237.2316,72A408ED-1229-4E31-936E-30D5970E85D9,1,740.5161,1.1133,16.4636,40,0.0000,0,0.0000,0.0000,13343.0000,0.7652,05:26:21,2021-10-21T05:26:21.984,0.0725,2.969611e+06,3.721424e+06,144.1996
108,20258.4737,20258.4737,0.4357,9.3032,1,1,560,1660,0.0000,0.0894,0.0700,11.1840,2345.5460,0.1397,2021-10-21,160.6048,727.4581,160.6048,107.3586,4.5940,33.1053,-20.0000,70.0000,0.0000,1.0047,0.0000,0.0302,1032.4110,31.1857,294-032502 st2 4 juni 2021 50 m halv_000001.tif,70,120,389,1413,64.8172,1037.3068,BFB6D851-E4B2-4652-A9D2-1DD1C06FA53D,7,2127.1934,0.9069,14.6769,40,0.0000,0,0.0000,0.0000,24112.0000,0.1365,05:26:21,2021-10-21T05:26:21.984,0.7792,2.169072e+06,2.015685e+08,311.6572
109,1103128.1270,1222106.3033,0.6306,9.3032,1,1,395,1117,0.0436,0.0663,0.6772,15.0795,6287.6635,0.5774,2021-10-21,1185.1356,1982.0989,1247.4109,112.6200,4.5940,45.3517,-75.0000,15.0000,2.0464,0.3283,0.0000,0.0220,7694.6228,169.6656,294-032502 st2 4 juni 2021 50 m halv_000001.tif,281,182,511,1413,49.5487,2525.8188,26AF6DF1-6C93-4019-81B9-82B9B7C5EE0F,8,15728.5770,2.5015,25.1606,40,0.0000,0,0.0000,0.0000,676934.0000,0.3834,05:26:21,2021-10-21T05:26:21.984,0.4021,8.715709e+08,4.077318e+09,1381.5252
110,58036.2547,58036.2547,0.6699,9.3032,1,1,504,905,0.1686,0.4745,0.6238,2.1074,1444.3544,0.6079,2021-10-21,271.8346,440.0935,271.8346,123.6870,4.5940,4.3930,5.0000,-90.0000,0.1930,0.8382,0.0000,0.2276,582.6896,132.6413,294-032502 st2 4 juni 2021 50 m halv_000001.tif,50,60,695,1413,40.3987,488.4180,18EFA81A-F657-4F93-828B-F74E97977B6D,2,1430.6619,0.9905,22.9512,40,0.0000,0,0.0000,0.0000,36076.0000,0.3675,05:26:21,2021-10-21T05:26:21.984,0.3823,1.051751e+07,4.463067e+07,376.7796
111,69808.6098,69808.6098,0.5973,9.3032,1,1,170,818,0.5435,0.6924,0.8447,1.4443,1142.9642,0.9731,2021-10-21,298.1327,344.2184,298.1327,179.8678,4.5940,2.0496,0.0000,75.0000,0.0000,1.0244,0.0000,0.4879,431.3715,210.4693,294-032502 st2 4 juni 2021 50 m halv_000001.tif,35,56,757,1413,26.5291,441.9020,331B5EA5-2275-47A9-B5F5-B52868E5167F,1,1283.6816,1.1231,17.8963,40,0.0000,0,0.0000,0.0000,27829.0000,0.6968,05:26:21,2021-10-21T05:26:21.984,0.1339,1.387482e+07,2.135506e+07,227.9284
112,178855.7654,178855.7654,0.6428,9.3032,1,1,683,689,0.4964,0.4817,0.8792,2.0759,1736.7363,0.9007,2021-10-21,477.2067,533.6418,477.2067,202.7443,4.5940,4.2885,40.0000,-70.0000,0.4949,0.6690,0.0000,0.2332,952.6319,222.1358,294-032502 st2 4 juni 2021 50 m halv_000001.tif,64,66,815,1413,23.1162,637.2692,D8E6D351-A08A-45FE-AB0E-662F9FD75F58,1,2349.5353,1.3528,20.2825,40,0.0000,0,0.0000,0.0000,56519.0000,0.6739,05:26:21,2021-10-21T05:26:21.984,0.1058,5.690078e+07,7.956977e+07,460.5084
113,119657.1176,119657.1176,0.4824,9.3032,1,1,768,597,0.0588,0.4608,0.6895,2.1701,1778.1690,0.7475,2021-10-21,390.3232,547.0803,390.3232,178.2634,4.5940,4.6001,30.0000,-35.0000,0.1543,0.8663,0.0000,0.2174,821.4907,178.5796,294-032502 st2 4 juni 2021 50 m halv_000001.tif,66,71,883,1413,31.1499,711.6948,4C9F2790-35A6-4C18-99DC-DDBB7A5CB20E,2,2000.1406,1.1248,21.2986,40,0.0000,0,0.0000,0.0000,52799.0000,0.2132,05:26:21,2021-10-21T05:26:21.984,0.2865,3.113663e+07,8.573374e+07,302.3540
114,192562.0530,192562.0530,0.4551,9.3032,1,1,777,361,0.0000,0.1344,0.4378,7.4410,2780.7507,0.5002,2021-10-21,495.1541,865.9726,495.1541,161.9977,4.5940,21.3296,70.0000,-15.0000,1.0816,0.4804,0.0000,0.0469,2197.9869,103.0489,294-032502 st2 4 juni 2021 50 m halv_000001.tif,116,79,956,1413,33.0191,1055.9132,B30DE51E-928B-4D53-B33C-509F78DAA730,1,4602.0716,1.6550,25.3108,40,0.0000,0,0.0000,0.0000,86411.0000,0.2158,05:26:21,2021-10-21T05:26:21.984,0.4282,6.356526e+07,3.400251e+08,637.2692
115,41935.6026,41935.6026,0.4516,9.3032,1,1,430,230,0.0000,0.4431,0.4133,2.2571,1391.0796,0.5815,2021-10-21,231.0716,422.7783,231.0716,186.1261,4.5940,4.8861,-40.0000,55.0000,0.0000,1.1223,0.0000,0.2047,534.6706,109.4272,294-032502 st2 4 juni 2021 50 m halv_000001.tif,52,64,1037,1413,34.1997,600.0564,76DA58AA-14AC-4994-AB9B-EC62A6A09388,3,1288.1955,0.9260,20.5351,40,0.0000,0,0.0000,0.0000,23119.0000,0.3058,05:26:21,2021-10-21T05:26:21.984,0.4534,6.460084e+06,3.956734e+07,209.3220
116,43035.8066,43035.8066,0.7317,9.3032,1,1,958,1833,0.7632,0.8963,0.9475,1.1157,837.1596,1.0000,2021-10-21,234.0831,247.5684,234.0831,95.4535,4.7040,1.0000,40.0000,-50.0000,0.0000,1.3208,0.0000,1.0000,228.9201,228.9201,294-032502 st2 4 juni 2021 50 m halv_000001.tif,32,36,1103,1413,37.9320,302.3540,62CE4853-F679-4B0C-84F7-669D0AADC39C,1,915.6805,1.0938,23.8727,41,0.0000,0,0.0000,0.0000,26211.0000,0.8703,05:26:22,2021-10-21T05:26:22.095,0.0545,6.715970e+06,7.944822e+06,200.0188
117,27300.9114,27300.9114,0.8008,9.3032,1,1,430,1477,0.6699,0.5797,0.9103,1.7249,765.0384,0.9229,2021-10-21,186.4419,225.0853,186.4419,147.7727,4.7040,3.0959,-70.0000,40.0000,0.4440,0.6925,0.0000,0.3230,356.0039,114.9929,294-032502 st2 4 juni 2021 50 m halv_000001.tif,32,33,1141,1413,34.4017,246.5348,112BEBB4-92E7-4293-A437-ED0D785AFA48,1,941.9937,1.2313,20.9645,41,0.0000,0,0.0000,0.0000,16272.0000,0.4898,05:26:22,2021-10-21T05:26:22.095,0.1717,3.393357e+06,5.970906e+06,200.0188
118,137932.6271,137932.6271,0.5926,9.3032,1,1,805,1460,0.3722,0.4130,0.7748,2.4214,1717.1400,0.8130,2021-10-21,419.0719,527.6980,419.0719,176.7826,4.7040,5.4225,-85.0000,0.0000,0.5148,0.6602,0.0000,0.1844,951.2334,175.4222,294-032502 st2 4 juni 2021 50 m halv_000001.tif,75,49,0,1744,38.2303,627.9660,A571D414-E78D-4423-9B96-DF278B19CDDE,1,2253.3113,1.3122,27.4574,41,0.0000,0,0.0000,0.0000,73708.0000,0.4433,05:26:22,2021-10-21T05:26:22.095,0.2058,3.853579e+07,7.694048e+07,376.7796
119,67231.2479,67231.2479,0.4001,9.3032,1,1,664,1385,0.0000,0.1984,0.4120,5.0415,1978.2371,0.4096,2021-10-21,292.5773,611.1681,292.5773,102.6933,4.7040,13.7656,40.0000,-50.0000,0.3989,0.7149,0.0000,0.0726,1099.6704,79.8855,294-032502 st2 4 juni 2021 50 m halv_000001.tif,67,81,51,1744,57.1202,786.1204,CB87FB32-3349-4718-99C7-89680600A5D1,2,2359.1120,1.1925,22.1187,41,0.0000,0,0.0000,0.0000,57977.0000,0.2779,05:26:22,2021-10-21T05:26:22.095,0.5213,1.311356e+07,1.195311e+08,386.0828
120,52579.2913,52579.2913,0.4192,9.3032,1,1,520,1375,0.3127,0.5946,0.6701,1.6817,1076.3365,0.9157,2021-10-21,258.7393,323.8035,258.7393,190.4513,4.7040,2.9435,20.0000,-75.0000,0.0565,0.9465,0.0000,0.3397,457.0576,155.2772,294-032502 st2 4 juni 2021 50 m halv_000001.tif,34,51,134,1744,34.1476,432.5988,B3E1438B-D8B8-41FD-AC0A-FFD84D0770A4,1,1224.6695,1.1378,21.1933,41,0.0000,0,0.0000,0.0000,28001.0000,0.6894,05:26:22,2021-10-21T05:26:22.095,0.2009,9.069553e+06,1.777637e+07,181.4124
121,24347.8863,24347.8863,0.8832,9.3032,1,1,162,1239,0.8840,0.9332,0.9881,1.0716,636.8208,1.0000,2021-10-21,176.0701,183.9968,176.0701,198.8923,4.7040,1.0000,-85.0000,-25.0000,0.0000,1.1288,0.0000,1.0000,177.1883,177.1883,294-032502 st2 4 juni 2021 50 m halv_000001.tif,29,27,187,1744,29.1926,200.0188,69670266-848B-4027-9AB7-245BA21D763A,1,708.7531,1.1130,17.7458,41,0.0000,0,0.0000,0.0000,12582.0000,0.8331,05:26:22,2021-10-21T05:26:22.095,0.0431,2.857957e+06,3.261592e+06,162.8060
122,61417.6043,64131.4902,0.4621,9.3032,1,1,869,1174,0.0504,0.2857,0.4212,3.5007,1588.1511,0.5806,2021-10-21,279.6414,485.8336,285.7530,162.6348,4.7040,8.8851,55.0000,-45.0000,0.3195,0.7578,0.0000,0.1125,865.4527,97.4048,294-032502 st2 4 juni 2021 50 m halv_000001.tif,72,50,216,1744,54.5736,655.8756,0F96EDB0-BDE0-40BC-AD24-B556A2928700,1,1925.7150,1.2126,21.0290,41,0.0000,0,0.0000,0.0000,51190.0000,0.3912,05:26:22,2021-10-21T05:26:22.095,0.4244,1.144994e+07,6.004283e+07,283.7476
123,109672.9577,109672.9577,0.7983,9.3032,1,1,996,1040,0.1366,0.2574,0.8001,3.8851,1677.1902,0.7134,2021-10-21,373.6843,514.7768,373.6843,171.5212,4.7040,10.1065,-45.0000,65.0000,0.8924,0.5284,0.0000,0.0989,1170.7573,115.8422,294-032502 st2 4 juni 2021 50 m halv_000001.tif,56,72,268,1744,30.5756,618.6628,ADC630FB-34C2-42ED-B103-6D5CA96CF6C3,1,2573.1991,1.5342,24.9733,41,0.0000,0,0.0000,0.0000,47912.0000,0.0809,05:26:22,2021-10-21T05:26:22.095,0.2741,2.732204e+07,7.142585e+07,376.7796
124,148573.5545,149284.1812,0.5873,9.3032,1,1,317,1010,0.4022,0.3804,0.7802,2.6288,1873.3268,0.7435,2021-10-21,434.9365,576.7984,435.9754,160.4469,4.7040,6.0944,60.0000,-55.0000,0.5939,0.6274,0.0000,0.1641,1045.4241,171.5386,294-032502 st2 4 juni 2021 50 m halv_000001.tif,70,77,342,1744,28.1440,655.8756,891EEB50-EFCB-403F-8EF4-1AEBC56FBE93,1,2433.9255,1.2993,20.3503,41,0.0000,0,0.0000,0.0000,58061.0000,0.5495,05:26:22,2021-10-21T05:26:22.095,0.2459,4.308004e+07,1.004779e+08,441.9020
125,458419.6631,458419.6631,0.2907,9.3032,1,1,521,681,0.0000,0.1615,0.2355,6.1930,4164.6073,0.4805,2021-10-21,763.9882,1306.3246,763.9882,174.3147,4.7040,17.3984,-15.0000,75.0000,0.7355,0.5762,0.0000,0.0575,2978.8943,171.2167,294-032502 st2 4 juni 2021 50 m halv_000001.tif,104,191,421,1744,28.3932,1716.4404,DA7D3C64-C172-47AA-BFE8-A1C9A9536DA6,2,6300.2219,1.5128,22.8260,41,0.0000,0,0.0000,0.0000,167321.0000,0.3284,05:26:22,2021-10-21T05:26:22.095,0.4152,2.334848e+08,1.167218e+09,767.5140
126,77651.2397,77651.2397,0.6845,9.3032,1,1,934,556,0.6174,0.6576,0.9013,1.5206,1184.4471,0.9305,2021-10-21,314.4338,357.9146,314.4338,124.8571,4.7040,2.3519,-75.0000,-5.0000,0.1440,0.8741,0.0000,0.4252,484.2507,205.8955,294-032502 st2 4 juni 2021 50 m halv_000001.tif,52,41,614,1744,47.2422,423.2956,F34C6352-8AEF-4EC7-801A-B3BBECC70282,1,1380.2925,1.1653,28.1346,41,0.0000,0,0.0000,0.0000,54423.0000,0.6699,05:26:22,2021-10-21T05:26:22.095,0.1215,1.627745e+07,2.400694e+07,293.0508
127,64660.0577,64660.0577,0.6232,9.3032,1,1,394,458,0.0700,0.1329,0.4094,7.5259,1808.6239,0.3920,2021-10-21,286.9281,557.6747,286.9281,162.4053,4.7040,21.5971,5.0000,65.0000,0.9027,0.5256,0.0000,0.0463,1354.1441,62.7002,294-032502 st2 4 juni 2021 50 m halv_000001.tif,59,84,657,1744,38.3344,711.6948,F0CB1961-4C6C-4860-BABA-1EFE3FF69272,3,2833.6887,1.5668,24.0885,41,0.0000,0,0.0000,0.0000,37606.0000,0.4741,05:26:22,2021-10-21T05:26:22.095,0.4855,1.236853e+07,9.081165e+07,432.5988
128,107028.3598,109283.8420,0.6024,9.3032,1,1,341,140,0.0000,0.1235,0.5554,8.0999,2990.0969,0.3545,2021-10-21,369.1514,932.9044,373.0208,83.5593,4.7040,23.4038,-85.0000,20.0000,0.2789,0.7819,0.0000,0.0427,1778.7533,76.0029,294-032502 st2 4 juni 2021 50 m halv_000001.tif,162,63,743,1744,52.0633,1390.8284,4C07BD91-7C17-4EC7-98E5-D643BD4A5D53,7,3709.5124,1.2406,25.5251,41,0.0000,0,0.0000,0.0000,79813.0000,0.1387,05:26:22,2021-10-21T05:26:22.095,0.6043,2.633978e+07,4.251186e+08,413.9924
129,26313.0744,26313.0744,0.3565,9.3032,1,1,457,77,0.0464,0.2641,0.3861,3.7863,1062.2561,0.6576,2021-10-21,183.0378,319.6682,183.0378,163.0400,4.7040,9.7930,-60.0000,20.0000,0.3276,0.7532,0.0000,0.1021,623.7300,63.6914,294-032502 st2 4 juni 2021 50 m halv_000001.tif,51,34,808,1744,47.0959,469.8116,406FF0F5-78A8-4436-8B8E-8850C23724C0,1,1374.8427,1.2943,21.1731,41,0.0000,0,0.0000,0.0000,21617.0000,0.0863,05:26:22,2021-10-21T05:26:22.095,0.4274,3.210859e+06,1.710397e+07,153.5028
130,23928.6938,23928.6938,0.5915,9.3032,1,1,608,65,0.6423,0.8307,0.8645,1.2039,673.9927,1.0000,2021-10-21,174.5479,194.3336,174.5479,148.5652,4.7040,1.0000,10.0000,-90.0000,0.0000,1.3718,0.0000,1.0000,186.4915,186.4915,294-032502 st2 4 juni 2021 50 m halv_000001.tif,23,35,844,1744,36.5906,255.8380,FA1EF4D9-0F5C-4913-AD5E-10F183DF4921,1,745.9659,1.1068,21.5452,41,0.0000,0,0.0000,0.0000,15551.0000,0.8545,05:26:22,2021-10-21T05:26:22.095,0.1018,2.784468e+06,3.842752e+06,134.8964
131,60289.0914,60289.0914,0.6425,9.3032,1,1,401,1891,0.5774,0.7521,0.8635,1.3296,1059.1814,1.0000,2021-10-21,277.0604,317.3424,277.0604,62.1858,4.8130,1.5185,-15.0000,-90.0000,0.0000,1.0551,0.0000,0.6586,348.2879,229.3655,294-032502 st2 4 juni 2021 50 m halv_000001.tif,29,47,881,1744,24.9599,367.4764,E91FFD96-FE3C-4182-AADA-966F5D0106D8,1,1155.3067,1.0908,14.3933,42,0.0000,0,0.0000,0.0000,23038.0000,0.7004,05:26:22,2021-10-21T05:26:22.207,0.1269,1.113581e+07,1.673335e+07,200.0188
132,82855.0018,82855.0018,0.5614,9.3032,1,1,157,1767,0.0980,0.2947,0.5289,3.3927,1658.6647,0.5626,2021-10-21,324.7988,509.8675,324.7988,107.5990,4.8130,8.5416,-70.0000,20.0000,0.5123,0.6612,0.0000,0.1171,949.6874,111.1844,294-032502 st2 4 juni 2021 50 m halv_000001.tif,73,54,930,1744,35.8877,627.9660,B22219C0-9953-48BF-AA51-AA7E77D90C89,4,2121.7436,1.2792,21.0261,42,0.0000,0,0.0000,0.0000,43783.0000,0.0629,05:26:22,2021-10-21T05:26:22.207,0.3630,1.794080e+07,6.940176e+07,376.7796
133,148099.8862,148099.8862,0.3930,9.3032,1,1,788,1676,0.1299,0.2813,0.5819,3.5550,1907.9858,0.7708,2021-10-21,434.2426,588.1688,434.2426,139.4074,4.8130,9.0578,-70.0000,20.0000,0.6748,0.5971,0.0000,0.1104,1269.8759,140.1967,294-032502 st2 4 juni 2021 50 m halv_000001.tif,88,53,986,1744,32.6184,758.2108,E1FA469D-3501-4E3C-938F-66F12DF27465,2,2820.1451,1.4781,25.9023,42,0.0000,0,0.0000,0.0000,67096.0000,0.2966,05:26:22,2021-10-21T05:26:22.207,0.2617,4.287419e+07,1.065380e+08,376.7796
134,130859.0994,130859.0994,0.9389,9.3032,1,1,511,1642,0.3558,0.3832,0.8428,2.6099,1741.7181,0.6963,2021-10-21,408.1850,534.4167,408.1850,119.1449,4.8130,6.0335,-90.0000,40.0000,0.6327,0.6125,0.0000,0.1657,979.6945,162.3751,294-032502 st2 4 juni 2021 50 m halv_000001.tif,75,66,1041,1744,30.0098,600.0564,6505E8EA-37D0-4B36-8146-04ED7C71B4BB,3,2284.1393,1.3114,22.2439,42,0.0000,0,0.0000,0.0000,55158.0000,0.1940,05:26:22,2021-10-21T05:26:22.207,0.2362,3.560981e+07,7.991693e+07,413.9924
135,47531.3011,47531.3011,0.9851,9.3032,1,1,308,1455,0.7586,0.7230,0.9578,1.3831,893.3658,0.9716,2021-10-21,246.0056,264.8826,246.0056,159.2525,4.8130,1.7850,25.0000,-30.0000,0.2012,0.8325,0.0000,0.5602,340.8467,190.9517,294-032502 st2 4 juni 2021 50 m halv_000001.tif,38,35,1109,1744,51.5984,283.7476,5F616153-A210-4E32-8789-F020EC20C10E,1,1063.5967,1.1906,18.8377,42,0.0000,0,0.0000,0.0000,38802.0000,0.8109,05:26:22,2021-10-21T05:26:22.207,0.0713,7.795309e+06,9.731029e+06,237.2316
